ticker,event_date,box_high,box_low,box_days,box_range_pct,volume_confirmed,regime_at_event,breakout_magnitude_pct,liquidity_level_at_event,is_etf,event_seq_for_ticker,is_limit_up_day
3231,2026-05-25,141.31773376464844,126.36602783203125,23,11.17,False,📈 大盤穩健多頭趨勢,1.71,🟢 流動性正常,,10,False
2356,2025-05-22,38.8301887512207,34.68643569946289,20,11.27,False,🔄 大盤低波盤整區,0.96,🟢 流動性正常,,1,False
2356,2025-06-13,39.947601318359375,36.64191436767578,34,8.63,False,🔄 大盤低波盤整區,2.1,🟢 流動性正常,,2,False
2356,2025-07-03,40.8787841796875,36.64191436767578,48,10.93,False,📈 大盤穩健多頭趨勢,1.03,🟢 流動性正常,,3,False
2356,2025-08-05,42.4248046875,38.224918365478516,20,10.42,False,📈 大盤穩健多頭趨勢,1.6,🟢 流動性正常,,4,False
2356,2025-09-22,43.10282516479492,38.224918365478516,54,12.0,False,📈 大盤穩健多頭趨勢,0.34,🟢 流動性正常,,5,False
2356,2025-10-29,45.621192932128906,41.407772064208984,20,9.68,False,📈 大盤穩健多頭趨勢,0.96,🟢 流動性正常,,6,False
2356,2025-12-12,44.11985778808594,39.37370681762695,20,11.37,False,⚠️ 大盤高波動震盪區,-4.17,🟢 流動性正常,,7,False
2356,2026-01-22,45.81491470336914,40.87504196166992,30,11.4,False,📈 大盤穩健多頭趨勢,8.25,🟢 流動性正常,,8,True
2356,2026-04-16,43.34497833251953,38.79254150390625,22,11.08,False,📈 大盤穩健多頭趨勢,0.56,🟢 流動性正常,,9,False
2356,2026-05-22,48.3817138671875,42.90910339355469,20,11.99,False,📈 大盤穩健多頭趨勢,19.12,🟢 流動性正常,,10,True
6472,2024-12-04,649.3234252929688,578.086181640625,60,11.61,False,🔄 大盤低波盤整區,7.57,🟢 流動性正常,,1,False
6472,2025-02-03,673.8880004882812,603.4695434570312,24,11.03,False,⚠️ 大盤高波動震盪區,0.97,🟢 流動性正常,,2,False
6472,2025-05-20,588.7308349609375,522.406494140625,20,11.94,False,🔄 大盤低波盤整區,5.56,🟢 流動性正常,,3,False
6472,2025-07-01,682.076171875,621.4835815429688,20,9.3,False,📈 大盤穩健多頭趨勢,0.08,🟢 流動性正常,,4,False
6472,2025-08-06,703.45556640625,628.0341796875,44,11.33,False,📈 大盤穩健多頭趨勢,0.93,🟢 流動性正常,,5,False
6472,2026-01-19,537.0,480.0,24,11.21,True,📈 大盤穩健多頭趨勢,-1.68,🟢 流動性正常,,6,False
6901,2025-02-06,33.20000076293945,30.100000381469727,22,9.79,False,⚠️ 大盤高波動震盪區,1.81,🟡 流動性偏低,,1,False
6901,2025-05-22,23.200000762939453,21.100000381469727,20,9.48,True,🔄 大盤低波盤整區,-9.91,🟡 流動性偏低,,2,False
6901,2025-12-29,17.350000381469727,15.800000190734863,20,9.35,False,📈 大盤穩健多頭趨勢,-3.46,🟡 流動性偏低,,3,False
6901,2026-01-14,17.450000762939453,15.800000190734863,31,9.92,False,📈 大盤穩健多頭趨勢,2.29,🟡 流動性偏低,,4,False
4743,2025-06-12,63.29999923706055,56.5,34,11.35,False,🔄 大盤低波盤整區,9.95,🟢 流動性正常,,1,True
4743,2025-08-04,65.5999984741211,58.599998474121094,20,11.27,False,📈 大盤穩健多頭趨勢,-4.42,🟢 流動性正常,,2,False
4743,2025-08-27,68.9000015258789,61.20000076293945,20,11.84,True,📈 大盤穩健多頭趨勢,10.89,🟢 流動性正常,,3,False
4743,2026-01-21,60.900001525878906,55.400001525878906,20,9.46,False,📈 大盤穩健多頭趨勢,13.96,🟢 流動性正常,,4,False
4743,2026-05-11,55.70000076293945,50.599998474121094,28,9.6,False,📈 大盤穩健多頭趨勢,-7.54,🟢 流動性正常,,5,False
4743,2026-07-03,53.0,47.54999923706055,20,10.84,False,📈 大盤穩健多頭趨勢,8.11,🟢 流動性正常,,6,True
6712,2025-02-21,148.77195739746094,140.5751495361328,60,5.67,False,🔄 大盤低波盤整區,2.75,🟢 流動性正常,,1,False
6712,2025-05-22,141.80467224121094,129.5094757080078,20,9.06,True,🔄 大盤低波盤整區,1.56,🟡 流動性偏低,,2,False
6712,2025-08-08,147.39730834960938,136.41644287109375,60,7.74,False,📈 大盤穩健多頭趨勢,-0.72,🟡 流動性偏低,,3,False
6712,2025-09-09,147.73519897460938,138.44366455078125,60,6.49,False,📈 大盤穩健多頭趨勢,2.52,🟡 流動性偏低,,4,False
6712,2026-05-22,135.19163513183594,122.38095092773438,46,9.95,False,📈 大盤穩健多頭趨勢,-1.25,🟡 流動性偏低,,5,False
2317,2025-03-03,171.4801025390625,154.6132049560547,20,10.34,False,🔄 大盤低波盤整區,-7.1,🟢 流動性正常,,1,False
2317,2025-05-23,138.21484375,123.69056701660156,20,11.09,False,🔄 大盤低波盤整區,4.41,🟢 流動性正常,,2,False
2317,2025-06-27,152.73910522460938,135.87222290039062,28,11.69,False,🔄 大盤低波盤整區,1.23,🟢 流動性正常,,3,False
2317,2025-07-18,159.2573699951172,141.96304321289062,39,11.48,False,📈 大盤穩健多頭趨勢,0.91,🟢 流動性正常,,4,False
2317,2025-09-17,203.92710876464844,188.87535095214844,20,7.66,True,📈 大盤穩健多頭趨勢,0.95,🟢 流動性正常,,5,False
2317,2025-10-23,223.34873962402344,201.49940490722656,20,10.29,False,📈 大盤穩健多頭趨勢,3.91,🟢 流動性正常,,6,False
2317,2026-02-25,234.0306396484375,208.29698181152344,55,11.64,False,📈 大盤穩健多頭趨勢,2.28,🟢 流動性正常,,7,False
2317,2026-04-30,203.92710876464844,182.07777404785156,20,11.32,False,📈 大盤穩健多頭趨勢,4.52,🟢 流動性正常,,8,False
2454,2024-12-10,1250.5369873046875,1133.445556640625,37,9.82,False,📈 大盤穩健多頭趨勢,1.12,🟢 流動性正常,,1,False
2454,2025-01-13,1339.5264892578125,1222.43505859375,20,9.14,False,🔄 大盤低波盤整區,-0.76,🟢 流動性正常,,2,False
2454,2025-02-03,1424.93408203125,1264.5880126953125,22,11.92,False,⚠️ 大盤高波動震盪區,0.67,🟢 流動性正常,,3,False
2454,2025-02-24,1458.405517578125,1305.392578125,20,11.07,False,🔄 大盤低波盤整區,1.31,🟢 流動性正常,,4,False
2454,2025-07-10,1338.8641357421875,1190.6328125,54,11.72,False,📈 大盤穩健多頭趨勢,1.97,🟢 流動性正常,,5,False
